name,type,website,city,state_id,address,latitude,longitude,firstname,lastname,role,email,phone_number,facebook,x,instagram,mondayOpen,mondayClose,tuesdayOpen,tuesdayClose,wednesdayOpen,wednesdayClose,thursdayOpen,thursdayClose,fridayOpen,fridayClose,saturdayOpen,saturdayClose,sundayOpen,sundayClose,zip,merchandise,social_media
Eastside Brewing Company,Brewpub,,Reyfalseldsburg,OH,1421 Davidson Dr.,,,Rich and Jasmin,Henfalsesy,BREWERY_OWNER,,(614) 762-8001,https://web.facebook.com/eastsidebrewingcompany,https://twitter.com/co_eastside,https://www.instagram.com/eastsidebrewingcompany/,falseInfo,falseInfo,16:00,21:00,16:00,22:00,16:00,22:00,15:00,22:00,12:00,22:00,12:00,20:00,43068,false,true
Edison Brewing Company,Taproom,https://www.drinkedison.com/,Gahanna,OH,"785 Science Blvd,",,,William,Schulze,BREWERY_OWNER,sales@drinkedison.com,(614) 762-6183,https://www.facebook.com/EdisonBrewing/,https://twitter.com/drinkedison,https://www.instagram.com/drinkedison/,falseInfo,falseInfo,15:00,21:00,15:00,21:00,15:00,22:00,12:00,23:00,11:00,23:00,12:00,20:00,43230,false,true
Eighty-Three Brewery,Taproom,http://eighty-threebrewery.com/,Akron,OH,"1201 E Market St., Suite 110",,,Chris,Surak,BREWERY_MANAGER,info@eighty-threebrewery.com,(234) 571-1067,https://web.facebook.com/83Brewery,,https://www.instagram.com/eightythreebrewery/,falseInfo,falseInfo,15:30,21:00,15:30,21:00,15:30,21:00,15:30,23:00,12:00,23:00,12:00,18:00,44305,false ,true
Elevator Brewery and Draught Haus,Brewpub,https://www.elevatorbrewing.com/,Columbus,OH,161 N. High Street,,,Will,Triplett,BREWERY_OWNER,info@elevatorbrewing.com,(614) 228-0500,https://www.facebook.com/elevatorbrewing,https://twitter.com/elevatorbrewing,http://instagram.com/elevatorbdh,falseInfo,falseInfo,11:30,21:00,11:30,21:00,11:30,21:00,11:30,21:30,16:30,21:30,falseInfo,falseInfo,43215,false,true
Eleventhree Brewing,Taproom,https://www.eleventhreebrewing.com/,Chardon,OH,211 Cherry Ave Unit 3,,,Chelsea,Wickman,BREWERY_OWNER,taproom@eleventhreebrewing.com,,https://web.facebook.com/eleventhreebrewing,,https://www.instagram.com/eleventhreebrewing/,falseInfo,falseInfo,falseInfo,falseInfo,15:00,22:00,15:00,22:00,12:00,22:00,12:00,22:00,falseInfo,falseInfo,44024,true,true
Endeavor Brewing Company,Taproom,www.endeavorbrewingco.com,Columbus,OH,909 W 5th Ave,,,Cameron,Lloyd,BREWERY_MANAGER,Info@endeavorbrewing.com,(614) 732-0086,https://web.facebook.com/endeavorbrewstillery/,https://twitter.com/endeavour_beer?lang=en,https://www.instagram.com/endeavourbrewing/,Closed,Closed,15:10,falseInfo,15:10,falseInfo,15:00,24:00,10:00,24:00,11:00,19:00,Closed,Closed,43212,false,true
Esoteric Brewing Co.,Taproom,https://esotericbrewing.com/,Cincinnati,OH,918 E. McMillan St.,,,Brian ,Jackson,BREWERY_MANAGER,admin@esotericbrewing.com,(513) 214-1987,https://facebook.com/esotericbeer,https://twitter.com/esotericbeer,https://www.instagram.com/esotericbeer/,falseInfo,falseInfo,11:00,21:00,11:00,22:00,11:00,22:00,11:00,23:00,11:00,23:00,10:00,19:00,45206,true,true
ESP Brewing Company,Taproom,http://espbrewingco.com/,Amherst,OH,8055 Leavitt Rd.,,,Lawrence/Michele,Esper/Papay,BREWERY_OWNER,LE@Espbrewingco.com,(440) 370-3063,https://www.facebook.com/espbrewingcompany,https://twitter.com/BrewingEsp,https://www.instagram.com/espbrewery,falseInfo,falseInfo,falseInfo,falseInfo,16:00,22:00,14:00,24:00,12:00,24:00,12:00,24:00,12:00,20:00,44035,false,true
Eudora Brewing Co,Brewpub,www.eudorabrewing.com,Dayton,OH,3022 Wilmington Pike,,,Neil,Chabut,BREWERY_OWNER,info@eudorabrewing.com,,https://www.facebook.com/EudoraBrewingCompany/,https://twitter.com/EudoraBrewingCo?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/eudorabrewingcompany/?hl=en,Closed,Closed,16:10,falseInfo,16:10,falseInfo,16:11,falseInfo,12:11,falseInfo,12:08,falseInfo,Closed,Closed,45429,false,true
False Chord Brewing Co,Taproom,https://www.falsechordbrewing.com/,Findlay,OH,326 S. Main St.,,,Eric/Scott/Scott,Wheatley/Lammers/Doseck,BREWERY_OWNER,team@falsechordbrewing.com,(567) 301-2604,http://www.facebook.com/falsechordbrewing,,https://www.instagram.com/falsechordbrewing,falseInfo,falseInfo,falseInfo,falseInfo,16:30,22:00,16:30,22:00,14:00,22:00,falseInfo,falseInfo,falseInfo,falseInfo,45840,true,true
Fat Head's Brewery,Regional,www.fatheads.com,Middleburg Heights,OH,"17450 Engle Lake Dr,",,,Matt,Cole,BREWERY_OWNER,beer@fatheads.com,(216) 898-0242,https://www.facebook.com/FatHeadsBeer/,https://twitter.com/fatheadsbeer,https://www.instagram.com/fatheadsbeer/,Closed,Closed,12:00,20:00,12:00,20:00,12:00,20:00,12:10,22:00,11:00,22:00,11:00,20:00,44130,true,true
Fat Head's Brewpub - Canton,Brewpub,www.fatheads.com,Canton,OH,3885 Everhard Rd NW,,,Will,Polensek,BREWERY_MANAGER,,(330) 244-8601,https://web.facebook.com/Fatheadscanton/,http://twitter.com/fatheadscan,http://instagram.com/fatheadsbeer,falseInfo,falseInfo,12:00,21:00,12:00,21:00,12:00,22:00,11:00,22:00,11:00,20:00,Closed,Closed,44709-4003,true,true
Fat Head's Brewery & Saloon,Brewpub,https://fatheads.com/cleveland.html,falserth Olmsted,OH,24581 Lorain Rd,,,Mike,Zoscak,BREWERY_MANAGER,AMY.C@FATHEADS.COM,(440) 801-1001,http://facebook.com/fatheadscle,http://twitter.com/fatheadscle,http://instagram.com/fatheadsbeer,falseInfo,falseInfo,15:00,21:00,12:00,21:00,12:00,22:00,11:00,22:00,11:00,20:00,Closed,Closed,44070-2170,true,true
Father John's Microbrewery,Brewpub,https://www.fatherjohnsmicrobrewery.com/,Bryan,OH,301 W Butler St,,,Dr. John,Trippy,BREWERY_OWNER,,(419) 633-1313,https://www.facebook.com/FatherJohns/,,,falseInfo,falseInfo,16:00,22:00,16:00,22:00,16:00,22:00,15:00,22:00,12:00,16:00,Closed,Closed,43506-1608,false,true
Fibonacci Brewing Company,Micro,www.fibbrew.com,Cincinnati,OH,1445 Compton Rd,,,Bob and Betty,Bollas,BREWERY_OWNER,info@fibbrew.com,(513) 832-1422,https://www.facebook.com/fibonaccibrewing,https://twitter.com/fibbrewing,https://www.instagram.com/fibbrewing/,falseInfo,falseInfo,17:00,22:00,17:00,22:00,15:00,23:00,12:00,23:00,12:00,18:00,Closed,Closed,45231-3559,true,true
Fifth Street Brewpub,Brewpub,www.fifthstreetbrewpub.com,Dayton,OH,1600 E 5th St,,,Tanya ,Brock,BREWERY_MANAGER,tanya.brock@fifthstreetbrewpub.com,(937) 443-0919,https://www.facebook.com/FifthStreetBrewpub/,https://twitter.com/fifthstbrewpub,https://www.instagram.com/FifthStBrewpub/,Closed,Closed,16:00,22:00,16:00,22:00,16:00,22:00,12:00,23:00,12:00,23:00,11:00,16:00,45403-2304,false,true
Fifty West Brewing Co,Micro,www.fiftywestbrew.com,Cincinnati,OH,7605 Wooster Pike,,,Bobby/Blake/Whit,Slattery/Horsburgh/Hesser,BREWERY_OWNER,info@fiftywestbrew.com,(513) 381-1367,https://www.facebook.com/FiftyWestBrewingCompany,https://twitter.com/FiftyWestBrew,https://www.instagram.com/fiftywestbrew/,11:00,22:00,11:00,22:00,11:00,22:00,falseInfo,falseInfo,11:00,23:00,11:00,23:00,11:00,21:00,45227-3926,true,true
Fifty West Brewpub,Micro,https://fiftywestbrew.com/brewpub/,Cincinnati,OH,7668 Wooster Pike,,,Blake,Horsburgh,BREWERY_MANAGER,info@fiftywestbrew.com,(513) 834-8789,https://www.facebook.com/FiftyWestBrewingCompany,https://twitter.com/FiftyWestBrew,https://www.instagram.com/fiftywestbrew/,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,24:00,11:00,24:00,11:00,22:00,45227,true,true
Fifty West Brewing Co - Chillicothe,Brewpub,https://fiftywestbrew.com/chillicothe/,Chillicothe,OH,1 falserth Paint Street,,,Jennifer,Reed,BREWERY_MANAGER,info@fiftywestbrew.com,(740) 775-2337,https://web.facebook.com/FiftyWestChillicothe/,,https://www.instagram.com/fiftywestbrew/,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,24:00,11:30,24:00,11:30,22:00,45601,true,true
FigLeaf Brewing Company,Brewpub,www.figleafbrewing.com,Middletown,OH,3387 Cincinnati - Dayton Rd,,,Brian/Jeff/Andy/Rich and Tasha,Yavorsky/Forney/Algeyer/Brown,BREWERY_OWNER,,(513) 300-0275,https://www.facebook.com/FigLeafCo/,https://twitter.com/FigLeafBrewCo,https://www.instagram.com/figleafbrewco/,Closed,Closed,11:00,22:00,11:00,22:00,11:00,22:00,11:00,23:00,11:00,23:00,11:00,16:00,45044-8905,false,true
Findlay Brewing Co,Taproom,www.findlaybrewingcompany.com,Findlay,OH,213 E. Crawford St.,,,Steve and Susan,Treece,BREWERY_OWNER,,(419) 419-2739,https://www.facebook.com/FindlayBrewing/,https://twitter.com/FindlayBrewing,https://www.instagram.com/findlaybrewing/,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,22:00,12:00,22:00,12:00,18:00,45840,false,true
Forbidden Root Columbus,Brewpub,http://www.forbiddenroot.com/,Columbus,OH,4080 Worth Ave.,,,Robert/Randy,Finkel/Mosher,BREWERY_OWNER,info@forbiddenroot.com,(312) 929-2202,https://www.facebook.com/forbiddenrootcolumbus/,,https://www.instagram.com/forbiddenrootcolumbus/,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,22:00,12:00,22:00,12:00,18:00,43219,false,true
Forest City Brewery,Brewpub,www.forestcitybrewery.com,Cleveland,OH,2135 Columbus Rd Ste A,,,Jay,Demagall,BREWERY_OWNER,ForestCityBrewery@gmail.com,(216) 228-9116,https://www.facebook.com/forestcitybrewery/,https://twitter.com/ForestCityBeer,https://www.instagram.com/forestcitybrew/,Closed,Closed,16:00,22:00,16:00,22:00,16:00,22:00,12:00,22:00,12:00,18:00,Closed,Closed,44113-4243,false,true
Franklin Brewing Co,Taproom,www.franklinbrewing.co,Grafton,OH,516 Main Street,,,Howard,Ross,BREWERY_OWNER,sales@franklinbrewing.co,(440) 406-2459,https://www.facebook.com/FranklinBrewingCompany/,https://twitter.com/franklinbrewing,https://www.instagram.com/franklinbrewingco/,15:00,22:00,15:00,22:00,15:00,22:00,15:00,24:00,12:00,24:00,12:00,24:00,12:00,20:00,44044,false,true
Fretboard Brewing Company,Micro,www.fretboardbrewing.com,Blue Ash,OH,5800 Creek Rd,,,Bradley,Plank,BREWERY_MANAGER,bands@fretboardbrewing.com,(513) 914-4677,https://www.facebook.com/fretboardbrewing,,https://www.instagram.com/fretboardbrewing/,Closed,Closed,15:00,22:00,15:00,22:00,15:00,24:00,12:00,24:00,12:00,20:00,Closed,Closed,45242-4010,true,true
Fretboard Brewing & Public House,Brewpub,https://www.fbpublichouse.com/,Hamilton,OH,103 Main Street,,,Kevin ,Moreland ,BREWERY_OWNER,info@fbpublichouse.com,(513) 737-1111,https://www.facebook.com/Fretboard-Brewing-Public-House-115370856539792/,,https://www.instagram.com/fbpublichouse/,Closed,Closed,15:00,22:00,15:00,22:00,12:00,24:00,12:00,24:00,12:00,20:00,15:00,22:00,45013,false,true
Funky Turtle Brewing Company,Micro,https://www.funkyturtlebrewing.com/,Toledo,OH,643 W Sylvania Ave,,,Drake/Tom,Pregnal/Garrison,BREWERY_OWNER,contact@funkyturtlebrewing.com,(419) 280-4389,https://www.facebook.com/funkyturtlebrewing,,https://www.instagram.com/funkyturtlebrewing/,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,22:00,11:00,22:00,falseInfo,falseInfo,43612,true,true
Garrett's Mill and Brewing Company,Micro,https://www.garrettsmillbrewing.com/,Garrettsville,OH," 8148 Main St,",,,Shelli and Brian,Buchanan,BREWERY_OWNER ,garrettsmill1804@gmail.com,(330) 527-8080,https://www.facebook.com/GarrettsMillBrewCo/,,,falseInfo,16:00,falseInfo,falseInfo,16:00,19:00,falseInfo,falseInfo,12:00,19:00,falseInfo,falseInfo,falseInfo,falseInfo,44231,false,true
Getaway Brewing,Taproom,https://getawaybrewing.com/,Dublin,OH,108 N High St.,,,Collin/Jen/Travis,Castore/Burton/Spencer,BREWERY_OWNER,info@seventhsonbrewing.com,,https://www.facebook.com/getawaybrewing,https://twitter.com/getawaybrewing,https://www.instagram.com/getawaybrewing/,falseInfo,falseInfo,12:00,20:00,12:00,20:00,12:00,21:00,12:00,21:00,12:00,19:00,falseInfo,falseInfo,43017,true,true
Goldhorn Brewery,Brewpub,www.goldhornbrewery.com,Cleveland,OH,1361 E 55th St,,,Joel/Rick,Warger/Semersky,BREWERY_OWNER,events@goldhornbrewery.com,(216) 273-7001,https://www.facebook.com/goldhornbrew/,,https://www.instagram.com/goldhornbrew/,15:30,23:00,15:30,23:00,12:00,23:00,15:30,24:00,15:30,25:00,12:00,25:00,12:00,22:00,44103-1301,false,true
Gongoozlers Brewery,Taproom,https://www.gongoozlersbrewery.com/,New Bremen,OH,629 West Monroe Street,,,James and Diane ,Gilberg,BREWERY_OWNER,info@gongoozlersbeer.com,(419) 733-2320,https://www.facebook.com/Gongoozlers-Brewery-231791717521638/,,https://www.instagram.com/gongoozlers/,Closed,Closed,falseInfo,falseInfo,15:00,21:00,15:00,23:00,12:00,23:00,12:00,20:00,Closed,Closed,45869,false,true
GOTL Brewing Co,Brewpub,www.gotlbrewing.com,Geneva,OH,5243 Lake Rd E,,,Tim,Allen,BREWERY_OWNER,timothy.allen@gotlbrewing.com,(440) 361-4864,https://www.facebook.com/gotlbrewing/,,,Closed,Closed,Closed,Closed,15:00,20:00,15:00,23:00,13:00,23:00,13:00,17:00,Closed,Closed,44041-9433,false,true
Goodwood Brewing - Columbus,Brewpub,https://goodwoodbrewing.com/columbus/,Columbus,OH,"401 N Front St,",,,Ted,Mitzlaff,BREWERY_OWNER,columbus@goodwood.beer,(614) 745-1186,https://www.facebook.com/goodwoodcolumbus/,https://twitter.com/goodwoodbrewing,https://www.instagram.com/goodwoodcolumbus/,Closed,Closed,16:00,21:00,16:00,21:00,16:00,21:00,16:00,21:00,12:00,21:00,Closed,Closed,43215,false,true
Grainworks Brewing Company,Taproom,www.grainworks.beer,West Chester,OH,7790 Service Center Dr,,,Anthony/Brian/Steven,Russell/McGinnis/Brock,BREWERY_OWNER,admin@grainworks.beer,(513) 480-2337,https://www.facebook.com/grainworksbeer/,https://twitter.com/grainworksbeer,https://www.instagram.com/grainworksbeer/,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,22:00,11:00,22:00,11:00,21:00,45069-2442,false,true
Granville Brewing Company,Taproom,https://www.granvillebrewing.com/,Granville,OH,5371 Columbus Rd,,,Jay/Ross,Parsons/Kirk,BREWERY_OWNER,info@granvillebrewing.com,(740) 919-5495,https://web.facebook.com/TheGranvilleBrewingCompany/?_rdc=1&_rdr,https://twitter.com/granvillebrew?lang=en,https://www.instagram.com/granvillebrewingco/,16:00,22:00,16:00,22:00,16:00,22:00,16:00,22:00,16:00,22:00,16:00,22:00,Closed,Closed,43023-9192,false,true
Great Black Swamp Brewing Co,Taproom,www.greatblackswampbrewing.com,Toledo,OH,2250 Tedrow Road,,,Kyle/Andy,King/Parish,BREWERY_OWNER,Gbsbmail@gmail.com,(567) 377-8090,https://web.facebook.com/gbsbrewingco/,https://twitter.com/GBSBrewCo,https://www.instagram.com/gbsbrewco,15:00,21:00,15:00,21:00,15:00,21:00,15:00,21:00,15:00,21:00,Closed,Closed,Closed,Closed,43614,false,true
Great Lakes Brewing Co,Brewpub,www.greatlakesbrewing.com,Cleveland,OH,2516 Market Ave,,,Patrick and Daniel,Conway,BREWERY_OWNER,glbcinfo@greatlakesbrewing.com,(216) 771-4404,https://www.facebook.com/greatlakesbrewingco,https://twitter.com/GLBC_Cleveland,https://instagram.com/glbc_cleveland,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,Closed,Closed,44113-3422,false,true
Greene Eagle Winery and Brewpub,Brewpub,https://www.greeneeagle.com/,Cortland,OH," 2576 Davis Peck Rd,",,,,Bliss,BREWERY_OWNER,,(330) 583-9463,https://web.facebook.com/GreeneEagleWinery/,,https://www.instagram.com/greeneeagle/?hl=en,12:00,22:00,12:00,22:00,12:00,23:00,12:00,23:00,12:00,20:00,Closed,Closed,12:00,22:00,44410,false,true
Grizzlybird Brewing Company,Taproom,https://www.grizzlybirdbrew.com/,Westerville,OH,"5901 Chandler Ct., Suite B",,,Walt and Dawn,Chrysler,BREWERY_OWNER,tech@grizzlybirdbrew.com,(614) 423-7237,https://web.facebook.com/grizzlybirdbrew,https://twitter.com/grizzlybirdbrew?lang=en,https://www.instagram.com/grizzlybirdbrew/?hl=en,16:00,21:00,16:00,21:00,16:00,21:00,16:00,21:00,16:00,21:00,16:00,21:00,Closed,Closed,43082,false,true
Grove City Brewing Company,Brewpub,www.grovecitybrewingcompany.com,Grove city,OH,3946 Broadway,,,Trevor,Luther,BREWERY_MANAGER,jodiburroughs@gmail.com,(614) 991-0422,https://web.facebook.com/grovecitybrewery/?_rdc=1&_rdr,,https://www.instagram.com/grovecitybrewingco/,15:00,21:00,15:00,21:00,15:00,22:00,12:00,22:00,12:00,18:00,Closed,Closed,15:00,21:00,43123-2623,false,true
Guernsey Brewhouse,Taproom,http://guernseybrewhouse.com/,Cambridge,OH,"4550 Bloomfield Rd.,",,,Shawn & Aimee,Long,BREWERY_OWNER,guernseybh@gmail.com,(740) 995-3467,https://www.facebook.com/guernseybrewhouse,,https://www.instagram.com/guernseybrewhouse/,11:00,22:00,11:00,22:00,11:00,23:00,11:00,23:00,11:00,20:00,Closed,Closed,11:00,22:00,43725,false,true
Hairless Hare Brewery,Brewpub,www.hairlessharebrewery.com,Vandalia,OH,738 W National Rd,,,Matt/Mike,Harris/Legg,BREWERY_OWNER,hairlessharebrewery@hairlesshairbrewery.com,(937) 387-6476,https://web.facebook.com/HairlessHareBrewery?_rdc=1&_rdr,https://twitter.com/hairlesshare?lang=en,https://www.instagram.com/hairless_hare_brewery/,16:00,21:00,16:00,21:00,15:00,22:00,13:00,22:00,13:00,18:00,Closed,Closed,16:00,21:00,45377-1015,true,true
Hansa Brewery,Brewpub,www.hansabrewery.com,Cleveland,OH,2717 Lorain Ave,,,Boris,Music,BREWERY_OWNER,info@hansabrewery.com,(216) 631-6585,https://web.facebook.com/hansabrewery?_rdc=1&_rdr,https://twitter.com/HansaBrewery,https://www.instagram.com/hansabrewery/?hl=en,falseInfo,falseInfo,falseInfo,falseInfo,16:10,falseInfo,16:10,falseInfo,11:30,22:00,14:10,falseInfo,Closed,Closed,44113-3414,false,true
Happy 2 Brewing Co,Taproom,,Cincinnati,OH,8298 Clough Pike,,,John and David/Dan/Ross,Maddrill/McGrath/Webster,BREWERY_OWNER,jmaddrill@happy2brewing.com,(513) 474-3777,https://www.facebook.com/happy2brewing/,https://twitter.com/Happy2BrewingCo,https://www.instagram.com/happy2brew/,Closed,Closed,Closed,Closed,12:08,falseInfo,12:08,falseInfo,12:09,falseInfo,12:09,falseInfo,Closed,Closed,45255,false,true
Happy Street Bru-Werks,Taproom,,Mt. Verfalsen,OH,209 S Gay St,,,Michael & Jennifer,Farmer,BREWERY_OWNER,happystreetbeer@gmail.com,,https://www.facebook.com/HappyStreetBeer,,https://www.instagram.com/happystreetbeer/?hl=en,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,23:00,11:00,23:00,falseInfo,falseInfo,43050,false,true
Hartford Hill Winery,Taproom,http://www.hartfordhillwinery.com/,Fowler,OH,3864 Bushnell Campbell Rd.,,,Don ,Hartford,BREWERY_OWNER,,(330) 772-8040,https://www.facebook.com/hartfordhillwinery,,http://www.instagram.com/hartfordhillwinery,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,17:00,21:00,17:00,21:00,14:00,21:00,falseInfo,falseInfo,44418,false,true
Heart State Brewing Company,Micro,https://heartstatebrewing.com/,Columbus,OH,"750 Cross Pointe Rd., Suite J",,,Max/Patrick/Russ/Brad,Unverferth/Sullivan/Cope/Singer,BREWERY_OWNER,Oh@heartstatebrewing.com,(614) 604-9768,https://www.facebook.com/heartstatebrewing,,https://www.instagram.com/heartstatebrewing/,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,16:00,21:00,16:00,23:00,16:00,23:00,12:00,18:00,43230,false,true
Heavier Than Air Brewing Co,Taproom,www.heavierthanairbrewing.com,Centerville,OH,497 Miamisburg Centerville Rd,,,Nick and Chris,Tarkany,BREWERY_MANAGER,info@heavierthanairbrewing.com,(937) 979-4449,https://web.facebook.com/heavierthanairbrewingco/,https://twitter.com/HTAB_Co,https://www.instagram.com/heavierthanairbrewingco/?hl=en,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,24:00,12:00,24:00,12:00,22:00,45459-4753,false,true
Heavy Beer Company,Brewpub,https://heavy.beer/,Toledo,OH,1301 N Summit St,,,Andrew/Dustin/Lukas,Newby/Wade/Kummer,BREWERY_OWNER,more@heavy.beer,(419) 662-9521,https://facebook.com/heavybeerco,,https://www.instagram.com/heavybeerco/,Closed,Closed,Closed,Closed,16:09,falseInfo,16:09,falseInfo,16:10,falseInfo,12:10,falseInfo,16:18,falseInfo,43604,true,true
Henmick Farm & Brewery,Taproom,https://www.henmick.com/,Delaware,OH,4380 falserth Old State Road,,,Nick,Sheets,BREWERY_OWNER,info@henmick.com,,https://www.facebook.com/henmickfarmbrewery,,https://www.instagram.com/henmickfarmbrewery/,falseInfo,falseInfo,falseInfo,falseInfo,16:00,22:00,16:00,22:00,16:00,25:00,16:00,25:00,16:00,25:00,43015,false,true
Hi-Wire Brewing,Taproom,https://hiwirebrewing.com/,Cincinnati,OH,4600 Beech St.,,,Chris/Bryna/Adam,Frosaker/Frosaker/Charnack,BREWERY_OWNER,info@hiwirebrewing.com,(513) 930-4050,https://web.facebook.com/hiwirebrewingcincinnati,,https://www.instagram.com/hiwirebrewing_cin/,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,16:00,21:00,12:00,22:00,12:00,22:00,12:00,19:00,45236,true,true
HighGrain Brewing Co.,Brewpub,https://highgrainbrewing.com/,Cincinnati,OH,6860 Plainfield Road,,,Matthew,Utter,BREWERY_MANAGER,info@highgrainbrewing.com,(513) 791-7000,https://web.facebook.com/highgrainbrewing,http://twitter.com/highgrainbeer,https://www.instagram.com/highgrainbrewing/,15:00,23:00,15:00,23:00,15:00,23:00,15:00,23:00,12:00,24:00,12:00,24:00,12:00,21:00,45236,false,true
Hightower Brewing Co,Taproom,https://hightowerbrewing.square.site/,Rayland,OH,3445 County Road 16 Unit B,,,Greg and Megan,Whiting,BREWERY_OWNER,hightowerbrewingcompany@yahoo.com,(740) 859-0764,https://web.facebook.com/HightowerBrewingCompany/?_rdc=1&_rdr,,,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,12:00,23:00,10:00,23:00,10:00,20:00,43943-7765,false,true
HiHO Brewing Co,Taproom,www.hihobrewingco.com,Cuyahoga Falls,OH,1707 Front St,,,Ali and Jon,Hovan,BREWERY_OWNER,ali@hihobrewingco.com,(234) 334-7564,https://web.facebook.com/HiHOBrewingCo?_rdc=1&_rdr,https://twitter.com/HiHOBrewingCo,https://www.instagram.com/hihobrewingco/,Closed,Closed,Closed,39:00,12:10,falseInfo,12:10,falseInfo,12:10,falseInfo,12:06,falseInfo,Closed,Closed,44221-4711,false,true
Hocking Hills Brewing Co,Micro,https://www.hockinghillsbrewingco.com/,Logan,OH,60 W. Second St.,,,Drew/Laura/Allison/Blaine/Grace,Davidson/Chanfrau,BREWERY_OWNER,info@hockinghillsbrewingco.com,,https://web.facebook.com/hockinghillsbrewingco,,https://www.instagram.com/hockinghillsbrewingco/,Closed,Closed,Closed,15:10,12:10,falseInfo,12:10,falseInfo,12:10,falseInfo,12:07,falseInfo,Closed,Closed,43138,false,true
Hofbrauhaus Cleveland,Micro,https://www.hofbrauhauscleveland.com/,Cleveland,OH,1550 Chester Ave,,,Josh,Jones,BREWERY_OWNER,info@hofbrauhauscleveland.com,(216) 621-2337,https://web.facebook.com/HBCle/,,https://www.instagram.com/hbcle/?hl=en,falseInfo,falseInfo,falseInfo,falseInfo,11:00,20:00,11:00,20:00,11:00,22:00,11:00,22:00,11:00,20:00,44114,false,true
Hofbrauhaus Columbus,Brewpub,www.hofbrauhauscolumbus.com,Columbus,OH,800 Goodale Blvd,,,Eric,Haas,BREWERY_OWNER,events@hofbrauhauscolumbus.com,(614) 294-2437,https://web.facebook.com/hbhcolumbus/?_rdc=1&_rdr,https://twitter.com/hbhcolumbus,https://www.instagram.com/hofbrauhaus_columbus/,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,24:00,11:00,24:00,11:00,20:00,43212-3825,false,true
Holy Moley Brewing Company,Taproom,http://holymoleybrewing.com/,Dennison,OH,306 Grant Street,,,Gary,McCullough,BREWERY_OWNER,Info@holymoleybrewing.com,(740) 673-7007,https://web.facebook.com/HolyMoleyBrewing,https://twitter.com/HolyMoleyBrew,https://www.instagram.com/holymoleybrewingcompany,11:00,22:00,11:00,22:00,11:00,22:00,11:00,23:00,11:00,24:00,11:00,24:00,11:00,22:00,44621,false,true
Holy Trinity Brewing Co,Taproom,https://holytrinitybrewing.com/,Columbus,OH,155 N 5th St,,,Tim and JoAnn,McFeely,BREWERY_OWNER,tim@holytrinitybrewing.com,(614) 600-5576,,https://twitter.com/brewing_holy,https://www.instagram.com/holytrinitybrewingcompany,falseInfo,falseInfo,falseInfo,falseInfo,16:00,24:00,11:00,24:00,11:00,20:00,falseInfo,falseInfo,falseInfo,falseInfo,43215,false,true
Homestead Beer Co. - Cherry Valley,Brewpub,http://www.homesteadbeerco.com/cherryvalley/,Newark,OH, 2319 Cherry Valley Rd SE,,,Joe,Wilson,BREWERY_OWNER,cherryvalley@homesteadbeerco.com,(740) 624-5017,https://web.facebook.com/CherryValleyPublicHouse/,https://twitter.com/homesteadbeerco,https://www.instagram.com/homesteadbeerco/?hl=en,falseInfo,falseInfo,16:00,23:00,16:00,23:00,11:00,24:00,11:00,24:00,11:00,22:00,falseInfo,falseInfo,43055,false,true
Hoodletown Brewing Co,Taproom,https://hoodletown.com/,Dover,OH,424 W. 3rd St.,,,Mike/Eric,Poland/Kinsey,BREWERY_OWNER,info@hoodletown.com,(330) 365-9245,https://www.facebook.com/Hoodletown/,,https://www.instagram.com/hoodletown/,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,falseInfo,falseInfo,falseInfo,falseInfo,44622,false,true
Hoof Hearted Brewing,Micro,www.hoofheartedbrewing.com,Marengo,OH,300 County Road 26,,,Trevor/Jarrod and Ryan,Williams/Bichon,BREWERY_OWNER,,(567) 233-3115,https://web.facebook.com/hoofheartedbrewing?_rdc=1&_rdr,,https://www.instagram.com/hoofheartedbrewing/,falseInfo,falseInfo,falseInfo,falseInfo,15:00,22:00,15:00,23:00,12:00,23:00,12:00,20:00,falseInfo,falseInfo,43334-9678,false,true
